trabajo;est.civ;educacion;mora;vivienda;prestamo;contacto;mes;presultado;suscrito
Obrero;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
admin.;Casado;secundaria;no;si;no;celular;abril;desconocido;no
admin.;Divorciado;secundaria;no;no;no;celular;Noviembre;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;abril;fracaso;no
Tecnico;Divorciado;secundaria;no;si;si;celular;Julio;desconocido;no
Obrero;Soltero;desconocido;no;si;no;celular;Mayo;desconocido;no
Estudiante;Casado;desconocido;no;no;no;celular;abril;desconocido;no
Obrero;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;Octubre;desconocido;si
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;no;no;celular;abril;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Servis;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Servis;Soltero;secundaria;no;no;si;celular;Febrero;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Enero;éxito;si
Ejecutivo;Casado;Superior;no;no;no;celular;abril;desconocido;no
Ejecutivo;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Obrero;Soltero;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;celular;Agosto;desconocido;no
empresario;Divorciado;Superior;no;si;si;desconocido;Junio;desconocido;no
Servis;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;si;celular;Julio;desconocido;no
Tecnico;Divorciado;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;si;celular;Julio;desconocido;no
Servis;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Febrero;fracaso;no
Obrero;Divorciado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;primaria;no;no;no;celular;Febrero;fracaso;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Divorciado;Superior;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;primaria;si;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;desconocido;no;no;no;celular;Setiembre;desconocido;no
Ejecutivo;Casado;primaria;no;si;si;desconocido;Mayo;desconocido;no
Tecnico;Casado;desconocido;no;no;no;desconocido;Junio;desconocido;no
Obrero;Casado;primaria;no;no;si;celular;Julio;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;primaria;no;si;no;desconocido;Junio;desconocido;no
empresario;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Obrero;Soltero;secundaria;no;no;no;celular;Mayo;desconocido;no
empresario;Casado;Superior;no;si;si;celular;Noviembre;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Febrero;fracaso;no
Tecnico;Soltero;Superior;no;si;no;celular;abril;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Febrero;fracaso;no
Desempleado;Casado;Superior;no;si;no;celular;Noviembre;desconocido;no
Servis;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Servis;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
Servis;Casado;secundaria;no;no;no;celular;Agosto;desconocido;si
Tecnico;Soltero;secundaria;no;si;no;celular;Mayo;otro;no
Obrero;Soltero;desconocido;no;si;no;desconocido;Junio;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;Enero;desconocido;no
Independientes;Casado;primaria;no;si;no;celular;Agosto;desconocido;no
empresario;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;si;teléfono;Julio;desconocido;no
Obrero;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Desempleado;Divorciado;primaria;no;no;no;celular;Febrero;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
admin.;Soltero;secundaria;no;si;no;celular;abril;desconocido;no
Ejecutivo;Casado;primaria;no;si;no;celular;abril;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;si
Emple_hogar;Soltero;primaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Servis;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;abril;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
admin.;Soltero;Superior;no;si;no;celular;Mayo;fracaso;no
Retirado;Casado;secundaria;no;no;no;celular;Noviembre;desconocido;no
Obrero;Casado;primaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Divorciado;secundaria;no;no;si;teléfono;Julio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;si
Obrero;Casado;primaria;no;no;no;celular;Noviembre;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Febrero;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
empresario;Casado;secundaria;no;si;no;teléfono;Julio;desconocido;no
Obrero;Soltero;secundaria;no;si;no;celular;abril;fracaso;si
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;otro;si
Tecnico;Casado;secundaria;no;si;no;celular;Marzo;desconocido;si
Tecnico;Casado;secundaria;no;si;no;celular;Noviembre;desconocido;no
Servis;Soltero;secundaria;no;si;si;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;si;desconocido;Junio;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Desempleado;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Retirado;Casado;primaria;no;si;no;celular;Julio;desconocido;no
admin.;Soltero;secundaria;no;si;no;teléfono;Noviembre;desconocido;no
empresario;Casado;desconocido;no;no;no;desconocido;Junio;desconocido;no
admin.;Divorciado;desconocido;no;no;no;celular;Mayo;desconocido;no
Estudiante;Soltero;Superior;no;si;no;celular;Mayo;éxito;si
Ejecutivo;Soltero;Superior;no;si;no;celular;Julio;desconocido;no
Obrero;Soltero;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;desconocido;Mayo;desconocido;no
Emple_hogar;Casado;primaria;no;si;no;teléfono;Julio;desconocido;no
admin.;Casado;secundaria;no;si;si;celular;abril;fracaso;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Agosto;desconocido;no
Servis;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Independientes;Casado;Superior;no;si;no;celular;abril;fracaso;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;si
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;éxito;si
Obrero;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Retirado;Casado;primaria;no;no;no;teléfono;Julio;desconocido;no
Retirado;Casado;secundaria;no;no;no;celular;Enero;otro;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Soltero;primaria;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Emple_hogar;Casado;primaria;no;si;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
admin.;Divorciado;secundaria;no;no;no;celular;Octubre;desconocido;si
Obrero;Casado;secundaria;no;no;si;teléfono;Julio;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Octubre;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;si;celular;Mayo;fracaso;no
Ejecutivo;Casado;Superior;no;no;no;teléfono;Enero;otro;no
admin.;Casado;secundaria;no;si;si;celular;Noviembre;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;abril;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;no;celular;Junio;otro;si
Ejecutivo;Soltero;Superior;no;no;no;celular;Febrero;desconocido;si
Ejecutivo;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;éxito;no
Retirado;Divorciado;Superior;no;no;no;celular;Julio;desconocido;no
Tecnico;Divorciado;secundaria;no;si;no;celular;Mayo;fracaso;no
Emple_hogar;Casado;secundaria;no;si;no;teléfono;Julio;desconocido;no
Estudiante;Soltero;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Emple_hogar;Casado;secundaria;no;no;no;teléfono;Agosto;desconocido;no
Obrero;Soltero;secundaria;no;si;no;desconocido;Julio;desconocido;si
Ejecutivo;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;otro;no
Ejecutivo;Casado;Superior;no;si;si;celular;Julio;desconocido;no
Servis;Divorciado;secundaria;no;si;no;desconocido;Junio;desconocido;no
desconocido;Casado;desconocido;no;no;no;celular;Agosto;éxito;no
Independientes;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Divorciado;Superior;no;si;no;teléfono;Mayo;fracaso;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Emple_hogar;Casado;Superior;no;no;si;celular;Julio;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;Febrero;desconocido;si
Servis;Casado;secundaria;si;no;no;celular;Agosto;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;celular;Mayo;fracaso;si
Ejecutivo;Divorciado;secundaria;no;no;si;celular;Agosto;desconocido;no
Obrero;Soltero;primaria;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;no;no;celular;Agosto;desconocido;si
Tecnico;Soltero;Superior;no;si;no;celular;Noviembre;desconocido;no
Servis;Soltero;desconocido;no;si;no;desconocido;Junio;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
Obrero;Soltero;primaria;no;si;no;celular;Mayo;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Obrero;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
Independientes;Casado;secundaria;no;no;si;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;si;celular;Mayo;desconocido;no
Tecnico;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Divorciado;secundaria;no;si;no;celular;Enero;desconocido;no
Servis;Casado;secundaria;no;no;no;celular;Julio;desconocido;no
empresario;Casado;Superior;no;si;no;celular;Julio;desconocido;no
desconocido;Casado;secundaria;no;no;no;celular;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;si;celular;Noviembre;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Desempleado;Soltero;secundaria;no;no;no;celular;Enero;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;abril;desconocido;no
Tecnico;Casado;secundaria;no;no;si;celular;Agosto;desconocido;no
Desempleado;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;fracaso;no
Tecnico;Casado;secundaria;no;no;no;celular;Agosto;desconocido;si
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;si;celular;Julio;desconocido;si
Tecnico;Casado;secundaria;no;no;no;celular;Febrero;fracaso;no
empresario;Casado;Superior;no;no;no;teléfono;Octubre;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;no
Obrero;Soltero;primaria;no;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Servis;Casado;secundaria;no;no;no;celular;Noviembre;desconocido;no
Obrero;Casado;primaria;no;no;si;desconocido;Junio;desconocido;no
Retirado;Casado;desconocido;no;no;no;desconocido;Mayo;desconocido;no
admin.;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Ejecutivo;Casado;secundaria;no;no;no;celular;Agosto;desconocido;si
Obrero;Divorciado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Servis;Casado;Superior;no;no;no;teléfono;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;fracaso;no
Retirado;Casado;secundaria;no;si;si;celular;Mayo;desconocido;no
Retirado;Casado;Superior;no;si;no;celular;Febrero;desconocido;no
Independientes;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Servis;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
admin.;Casado;secundaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;teléfono;Febrero;desconocido;no
Desempleado;Casado;secundaria;no;si;no;teléfono;Julio;desconocido;no
Ejecutivo;Soltero;Superior;no;no;no;celular;Julio;desconocido;no
Ejecutivo;Divorciado;Superior;no;si;no;teléfono;Octubre;desconocido;si
Independientes;Casado;Superior;no;no;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;primaria;no;no;no;celular;Julio;fracaso;no
Servis;Soltero;secundaria;no;no;no;celular;Julio;desconocido;no
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Ejecutivo;Casado;secundaria;no;si;no;celular;Julio;desconocido;no
Estudiante;Soltero;secundaria;no;no;no;celular;Julio;desconocido;si
Obrero;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;si;desconocido;Mayo;desconocido;no
Tecnico;Soltero;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;celular;Mayo;otro;no
Tecnico;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Obrero;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Divorciado;secundaria;no;no;si;celular;Agosto;desconocido;no
Servis;Casado;secundaria;no;no;si;teléfono;Julio;desconocido;no
admin.;Soltero;Superior;no;no;no;celular;Julio;desconocido;no
Tecnico;Soltero;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Servis;Casado;desconocido;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
Tecnico;Divorciado;Superior;no;si;no;celular;Noviembre;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Noviembre;otro;no
Ejecutivo;Soltero;Superior;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Noviembre;desconocido;no
Tecnico;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Tecnico;Soltero;Superior;no;si;si;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;si;desconocido;Junio;desconocido;no
Servis;Casado;secundaria;no;no;no;desconocido;Mayo;desconocido;no
admin.;Soltero;secundaria;no;no;no;celular;Enero;desconocido;no
desconocido;Casado;primaria;no;no;no;celular;Julio;desconocido;no
Obrero;Soltero;secundaria;no;no;no;celular;Enero;desconocido;no
admin.;Casado;desconocido;no;si;no;celular;Mayo;desconocido;no
empresario;Casado;secundaria;no;si;si;celular;Noviembre;desconocido;no
Retirado;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;desconocido;Mayo;desconocido;no
Obrero;Casado;primaria;no;si;no;celular;Mayo;desconocido;no
admin.;Soltero;secundaria;no;no;no;teléfono;Noviembre;otro;no
Tecnico;Casado;secundaria;no;si;si;celular;Agosto;desconocido;no
Tecnico;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Tecnico;Soltero;secundaria;no;no;no;celular;Mayo;desconocido;no
Tecnico;Soltero;Superior;no;si;no;desconocido;Mayo;desconocido;no
Obrero;Soltero;secundaria;no;si;si;desconocido;Mayo;desconocido;no
empresario;Divorciado;secundaria;si;si;no;celular;Mayo;otro;no
admin.;Soltero;secundaria;no;si;no;celular;Mayo;otro;no
Ejecutivo;Casado;Superior;no;si;no;celular;Julio;desconocido;no
Tecnico;Divorciado;secundaria;no;no;si;teléfono;Octubre;desconocido;si
empresario;Casado;Superior;no;si;no;celular;Mayo;desconocido;si
Tecnico;Soltero;secundaria;no;no;no;celular;Agosto;desconocido;si
Ejecutivo;Soltero;Superior;no;no;no;celular;Setiembre;desconocido;no
Obrero;Casado;primaria;no;no;no;desconocido;Junio;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Mayo;otro;si
Servis;Casado;secundaria;no;no;no;teléfono;Febrero;desconocido;si
Tecnico;Casado;secundaria;no;si;no;celular;Agosto;desconocido;no
Obrero;Casado;secundaria;no;si;no;desconocido;Junio;desconocido;no
admin.;Casado;secundaria;no;si;no;celular;Mayo;desconocido;no
admin.;Casado;Superior;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;teléfono;Febrero;fracaso;no
Retirado;Soltero;desconocido;no;no;no;desconocido;Junio;desconocido;no
Emple_hogar;Casado;primaria;no;no;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;Superior;no;si;no;celular;Agosto;desconocido;no
Independientes;Casado;Superior;no;si;no;desconocido;Junio;desconocido;no
Obrero;Casado;secundaria;no;si;si;celular;Noviembre;otro;si
Tecnico;Casado;secundaria;no;si;no;teléfono;Agosto;desconocido;no
Emple_hogar;Divorciado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Servis;Casado;secundaria;no;no;no;desconocido;Junio;desconocido;no
Tecnico;Soltero;Superior;no;si;no;celular;Agosto;desconocido;no
Ejecutivo;Casado;primaria;no;si;no;teléfono;Noviembre;desconocido;no
Ejecutivo;Soltero;Superior;no;si;no;celular;Junio;desconocido;no
admin.;Casado;secundaria;no;si;no;desconocido;Mayo;desconocido;no
Ejecutivo;Casado;Superior;no;no;no;celular;Marzo;desconocido;si
Obrero;Casado;primaria;no;si;no;celular;Mayo;fracaso;no
Tecnico;Casado;secundaria;no;no;no;celular;Noviembre;éxito;si
Retirado;Casado;secundaria;no;no;no;celular;Diciembre;desconocido;no
Independientes;Casado;secundaria;no;si;si;celular;Mayo;fracaso;no
empresario;Casado;Superior;no;si;no;celular;Noviembre;desconocido;no
